FAERS_drug_match,lookup_value
"CETAPHIL (STEARYL ALCOHOL, PROPYLENE GLYCOL)",Green tea
CETOMACROGOL 1000 AND CETOSTEARYL ALCOHOL AND DECYL OLEATE AND SORBIC,Green tea
CETOMACROGOL 1000;CETOSTEARYL ALCOHOL;CHLOROCRESOL;PARAFFIN;PETROLATUM,Green tea
CETOMACROGOL 1000/CETOSTEARYL ALCOHOL/CHLOROCRESOL/PARAFFIN/PETROLATUM,Green tea
CETOMACROGOL1000/CETOSTEARYLALCOHOL/CHLOROCRESOL/PARAFFIN/PETROLATUM,Green tea
CETOMACROGOL 1000/CETOSTEARYL ALCOHOL/METHYLPARABEN E218/PARAFFIN/PROPYLPARABEN E216/WHITE SOFT PARA,Green tea
CETOMACROGOL 1000 W/CETOSTEARYL ALCOHOL/CHLOR,Green tea
"CETOMACROGOL [CETOMACROGOL 1000,CETOSTEARYL ALCOHOL]",Green tea
CETOMACROGOL/CETOSTEARYL ALCOHOL/CHLOROCRESOL/PARAFFIN/PETROLATUM,Green tea
"CETOMACROGOL, CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID, WHITE SOFT PARAFF",Green tea
"CETOMACROGOL;CETOSTEARYL ALCOHOL;PARAFFIN, LIQUID;WHITE SOFT PARAFFIN",Green tea
"CETOMACROGOL/CETOSTEARYL ALCOHOL/PARAFFIN, LIQUID/WHITE SOFT PARAFFIN",Green tea
CETOSTEARYL ALCOHOL AND PHENOXYETHANOL AND SODIUM LAURYL SULFATE,Green tea
CETOSTEARYL ALCOHOL/LANOLIN/VASELINE,Green tea
CETYL PALMITATE\PARAFFIN\PROPYLENE GLYCOL\SODIUM ALGINATE\STEARYL ALCOHOL\TROLAMINE,Green tea
CHAMOMILE TEA,Green tea
CHAMOMILE TEA OCCASIONALLY.,Green tea
CHATEAL,Green tea
CHATEAL COC,Green tea
CHATEAL EQ,Green tea
CHIA TEA,Green tea
CHILDREN'S TYLENOL 80 MG PER 1/2 TEASPOON JOHNSON AND JOHNSON,Green tea
CHILDREN'S TYLENOL 80 MG PER 1/2 TEASPOON MCNEIL,Green tea
CHILDREN'S TYLENOL 80 MG PER 1/2 TEASPOON MCNEIL- PPC,Green tea
CHRONE'S DISEASE HERB MEDICINE (A TEA),Green tea
CINNAMON TEA,Green tea
CINNAMON WITH HONEY AND TEA COMBINATION,Green tea
CISTUS TEA,Green tea
CISTUS TEA - HERVAL TEA,Green tea
CITRACAL PETITES(COLECALCIFEROL + CALCIUM CITRATE) FILM-COATEA TABLET,Green tea
CLEANSING TEARS,Green tea
"COLON CLEANSER NATURAL DETOX FORMULA(ALOE VERA, CITRUS SPP, PEEL, GENTIANA LUTEA ROOT, HYDRASTIS CANADENSIS ROOT, LACTOBACILLUS ACIDOPHILUS, PLANTAGO ASIATICA SEED HUSK, RHAMNUS FRANGULA BARK, RHAMNUS PURSHIANA BARK, TRITICUM AESTIVUM)",Green tea
"COLON CLEANSER NATURAL DETOX FORMULAT (ALOE VERA, CITRUS SPP. PEEL, GENTIANA LUTEA ROOT, HYDRASTIS CANADENSIS ROOT, LACTOBACILLUS ACIDOPHILUS, PANTAGO ASIATICA SEED HUSK, RHAMNUS FRANGULA BARK, RHAMNUS PURSHIANA BARK, TRITICUM AESTIVUM)",Green tea
COMPOUND BAICALIN  TEA SUPPOSITORY,Green tea
COMPOUND HUANGQINLONG TEA PLUG,Green tea
COMPOUND HUANGQINLONG TEA PLUG (TRADITIONAL CHINESE MEDICINE),Green tea
COPPERTONE KIDS TEAR FREE LOTION SPF-50,Green tea
CORNETEARS,Green tea
CORN SILK TEA,Green tea
"CREON (ALPHA AMYLASE, AMYLASE, LIPASE, PANCREATIN, PROTEASE)",Green tea
"CREON [AMYLASE,LIPASE,PANCREATIN,PROTEASE]",Green tea
CREST PRO-HEALTH CPC ANTI GINGIVITIS / ANTI PLAQU 4 TEASPOONFULLS OF 0,Green tea
CVS GENTLE TEARS,Green tea
CYSTAGON (CYSTEAMINE) EYE DROPS,Green tea
CYSTEAMIN,Green tea
CYSTEAMINE/00492501/ (MERCAPTURINE),Green tea
CYSTEAMINE EYE,Green tea
CYSTEAMINE EYE DROPS,Green tea
CYSTEAMINE EYE DROPS SIGMA TAU,Green tea
CYSTEAMINE (MERCAPTAMINE)PER ORAL,Green tea
CYSTEAMINE (MERCAPTAMNE) EYE DROP,Green tea
CYSTEAMININE EYE DROPS SIGMA TAU,Green tea
CYTEAL,Green tea
"CYTEAL(CHLOROCRESOL, HEXAMIDINE ISETIONATE, CHLORHEXIDINE GLUCONATE)(S",Green tea
"CYTEAL, FOAMING SOLUTION",Green tea
"CYTEAL (HEXAMIDINE, CHLORHEXIDINE, CHLOROCRESOL) (CYTEAL /00934001/)",Green tea
DANDELION ROOT TEA,Green tea
DANDELION TEA,Green tea
DICLOTEARS(DICLOFENAC SODIUM),Green tea
DIGESTIVE ENZYMES [AMYLASE;CELLULASE;LIPASE;MALTASE;PROTEASE;SUCRA,Green tea
DIGESTIVE ENZYMES [AMYLASE;CELLULASE;LIPASE;MALTASE;PROTEASE;SUCRASE;T,Green tea
DILTEAZEM,Green tea
DILTIAZEM ER (DILTEAZEM HYDROCHLORIDE),Green tea
"DIPROBASE /01132701/ (CETOMACROGOL, CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID, WHITE SOFT PARAFFIN) 05/08/2014 TO 06/05/2014",Green tea
"DIPROBASE /01132701/ (CETOMACROGOL, CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID, WITHE SOFT PARAFFIN)",Green tea
"DIPROBASE (CETOMAC/CETOSTEARYL ALCOHOL/PARRAFIN, LIQUID/WHITE SOFT PAR",Green tea
"DIPROBASE (CETOMACROGOL, CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID, WHITE",Green tea
"DIPROBASE (CETOMACROGOL/CETOSTEARYL ALCOHOL/PARAFFIN, LIQUID/WHITE SOF",Green tea
"DIPROBASE [CETOMACROGOL;CETOSTEARYL ALCOHOL;PARAFFIN, LIQUID;WHITE SOF",Green tea
"DIPROBASE (CETOMACROGOL, CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID, WHITE SOFT PARAFFIN)",Green tea
"DIPROBASE CREAM (CETOMACROGOL, CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID,",Green tea
"DIPROBASE CREAM (CETOSTEARYL ACLCOHOL, PARAFFIN, LIQUID, WHITE SOFT PA",Green tea
"DIPROBASE CREAM (CETOSTEARYL ALCOHOL, PARAFIN, LIQUID, CETOMACROGOL, W",Green tea
"DIPROBASE CREAM (DIPROBASE) (CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID, CETOMACROGOL, WHITE SOFT PARAFFIN)",Green tea
"DIPROBASE (DIPROBASE /01132701/) (UNKNOWN) (CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID, CETOMACROGOL, WHITE SOFT PARAFFIN)",Green tea
DISTEAROYLPHOSPHATIDYLGLYCEROL AND VITAMIN E AND AMPHOTERICIN B AND CH,Green tea
DRAGON FRUIT TEA,Green tea
DRANJ GINGER TEA,Green tea
DR ARTIFICIAL TEARS,Green tea
DR TEAL ULTRA BODY WASH LAVANDER,Green tea
DRY EYES/BLINK TEARS,Green tea
DURATEARS,Green tea
DURA TEARS,Green tea
DURATEARS                          /00635701/,Green tea
DURATEARS                          /01103201/,Green tea
DURATEARS (AKWA TEARSA/01635801/) UNSPECIFIED,Green tea
DURATEARS (BELGIUM),Green tea
"DURATEARS (BENZALKONIUM CHLORIDE, EDETATE DISODIUM, HYPROMELLOSE, POTA",Green tea
DURATEARS [BENZALKONIUM CHLORIDE;EDETATE DISODIUM;HYPROMELLOSE;POTASSI,Green tea
DURATEARS [DEXTRAN 70;HYPROMELLOSE],Green tea
DURATEARS (DURATEARS),Green tea
"DURATEARS (EDETATE DISODIUM, HYPROMELLOSE, POTASSIUM CHLORIDE, SODIUM",Green tea
DURATEARS EYEDROPS FALCON,Green tea
DURATEARS EYE OINTMENT,Green tea
DURATEARS FREE,Green tea
DURATEARS FREE SINGLE DOSE EYEDROPS,Green tea
"DURATEARS (LANOLIN (+) MINERAL OIL (+) PETROLATUM, WHITE)",Green tea
DURATEARS NATURALE OINTMENT,Green tea
DURATEARS (NETHERLANDS),Green tea
DURATEARS OINTMENT,Green tea
DURATEARS OOGDRUPPELS FLACON,Green tea
DURATEARS OPHTHALMIC OINTMENT)(POLYVIDONE) (EYE OINTMENT) (POLYVIDONE),Green tea
DURATEARS [PARAFFIN],Green tea
"DURATEARS (SODIUM CHLORIDE, POTASSIUM CHLORIDE, HYPROMELLOSE, EDETATE",Green tea
DURATEARS [WOOL FAT],Green tea
DURATEARS Z,Green tea
DURATEARS Z EYE OINTMENT TUBE,Green tea
DURATEARS Z (OOGZALF),Green tea
E45 (AKWA TEARS /01635801/),Green tea
"E45 (AKWA TEARS /01635801/) (UNKNOWN) (WOOL FAT, PARAFFIN, LIQUID, WHITE SOFT PARAFFIN)",Green tea
EARL GRAY TEA,Green tea
ECHINACEA TEA (ECHINACEA PURPUREA),Green tea
ECO TEARS,Green tea
EGYPTIAN LICORICE TEA,Green tea
ELTEANS,Green tea
ENERGIZING TEAS,Green tea
EPHEDRA TEAS,Green tea
EPHEDRA TEAS (EPHEDRA SPP),Green tea
EPHEDRA TEAS (EPHEDRA SPP.) (EPHEDRA SPP.),Green tea
EPSOM SALT BATH WITH APPLE CIDER VINEGAR AND TEA TREE ESSENTIAL OIL AND LEMON ESSENTIAL OIL,Green tea
EQUATE ARTIFICIAL TEARS,Green tea
EQUATE ARTIFICIAL TEARS NOS,Green tea
EQUATE OTC TEARS,Green tea
EQUATE PRESERVATIVE?FREE ARTIFICIAL TEARS,Green tea
EQUATE TEARS,Green tea
EQV ARTIFICIAL TEARS,Green tea
ERYTHROMYCIN (ERYTHROMYCIN STEARATE) TABLET,Green tea
ERYTHROMYCINSTEARAT,Green tea
"ERYTHROMYCIN STEARATE TABLETS, USP",Green tea
"ESSENTIAL OILS (PATCHOULI, OREGANO, ORGANE, GRAPEFRUIT, BASIL, CINAMON, DILL, FRANKINCENSE, GERANIUM, LEMON, PINE, TEA TREE, THIEVES)",Green tea
ESSIAC TEA (ARCTIUM/RHUBARB/RUMEX ACETOSELLA/SLIPPERY ELM),Green tea
"ESSIAC TEA (HERBAL, HOMEOPATHIC, + DIETARY SUPPLEMENTS)",Green tea
"EUPHYTOSE (CARTEAGUS, PASSION FLOWER, PAULLINIA, KOLA, VALERIAN, BALLO",Green tea
EVOTEARS,Green tea
"EXCEDRIN MIGRAINE (NCH) (CAFFEINE CITRATE, ACETYLSALICYLIC AICD, ACTEA",Green tea
"EXCHANGE SELECT ARTIFICIAL TEARS - KC PHARMACEUTICALS, INC",Green tea
EYE DROPS THERA TEARS,Green tea
"EYE NUTRITION (THERATEARS),",Green tea
EYEPROMISE EZ TEARS,Green tea
EYES-REFRESH TEARS,Green tea
EYE TEARS,Green tea
E-Z TEARS,Green tea
EZ TEARS,Green tea
FENNAL SEED TEA,Green tea
FENNEL TEA,Green tea
FENOFIBRATEA,Green tea
FEVERFEW TEA,Green tea
FIELD HORSETAIL TEA,Green tea
FLUORIDEX SENSITIVITY RELIEF GEN TEAL,Green tea
FRESHKOTE (TEARS PLUS),Green tea
FRESH TEARS,Green tea
FRESH TEARS                        /00007002/,Green tea
FRESH TEARS /00007002/,Green tea
FRESH TEARS                        /00880201/,Green tea
FRESH TEARS [CARMELLOSE SODIUM],Green tea
FRESH TEARS LIQUIGEL,Green tea
FRESH TEARS (TEARS PLUS),Green tea
FRUSEMIDE TEA        (FUROSEMIDE) UNKNOWN,Green tea
FUTEASONE,Green tea
GANODERMA TEA,Green tea
GEL DROP FOR TEARS,Green tea
GELTEARS,Green tea
GEL TEARS,Green tea
GENERIC ARTIFICAL TEARS N/A N/A,Green tea
GENERIC ATATEAND,Green tea
GEN TEAL,Green tea
"GENTEAL (CARBOMER, HYPROMELLOSE) EYE DROPS",Green tea
GENTEAL [CARMELLOSE SODIUM;HYPROMELLOSE ],Green tea
GENTEAL [CARMELLOSE SODIUM;HYPROMELLOSE],Green tea
GEN TEAL DROPS,Green tea
GENTEAL DROPS FOR DAYTIME,Green tea
GENTEAL DROPS FOR NIGHTTIME,Green tea
GENTEAL EXTRA STRENGTH,Green tea
GENTEAL EYE DROP,Green tea
GEN TEAL EYEDROPS,Green tea
GENTEAL  EYE DROPS,Green tea
GENTEAL EYE DROPS,Green tea
GENTEAL EYE DROPS MODERATE TO SEVERE GENTEAL,Green tea
GENTEAL EYE DROPS NOS,Green tea
GENTEAL EYE DROPS (NOT SPECIFIED),Green tea
GENTEAL EYE GEL,Green tea
GENTEAL EYE LUBRICANT,Green tea
GENTEAL EYE LUBRICANT DROPS,Green tea
GENTEAL EYE OINTMENT,Green tea
GENTEAL EYE PRODUCT NOS,Green tea
GENTEAL GEL SEVERE,Green tea
GENTEAL[HYPROMELLOSE],Green tea
GENTEAL LUBRICANT,Green tea
GENTEAL LUBRICANT EYE,Green tea
GENTEAL LUBRICANT EYE DROPS,Green tea
GENTEAL LUBRICANT EYE DROPS (25 ML)   HYPROMELLASE 0.3%,Green tea
GENTEAL LUBRICANT EYE DROPS (GENTEAL LUBRICANT EYE DROPS),Green tea
GENTEAL LUBRICANT EYE DROPS (NVO),Green tea
GEN TEAL LUBRICANT EYE GEL,Green tea
GENTEAL LUBRICANT EYE GEL,Green tea
GENTEAL LUBRICANT EYE GEL DROPS,Green tea
GENTEAL LUBRICANT EYE GEL DRY,Green tea
GENTEAL LUBRICATING,Green tea
GENTEAL LUBRICATING EYE GEL,Green tea
GENTEAL LUBRICATING EYE GEL (NVO),Green tea
GENTEAL LUBRICATING GEL,Green tea
GENTEAL MILD (HYPROMELOSE),Green tea
GENTEAL MILD LUBRICANT EYE DROPS,Green tea
GENTEAL MILD LUBRICANT EYE DROPS (NVO),Green tea
GENTEAL MILD TO MO,Green tea
GENTEAL MILD TO MODERA,Green tea
GENTEAL MODERATE LUBRICANT EYE DROPS,Green tea
GENTEAL MODERATE LUBRICANT EYE DROPS (NVO),Green tea
GENTEAL MODERATE TO SEVERE EYE GEL,Green tea
GENTEAL NIGHTTIME LUBRICANT EYE DROPS,Green tea
GENTEAL NIGHT?TIME PM,Green tea
GENTEAL OPHT DROP,Green tea
GENTEAL PF  (NVO),Green tea
GEN TEAL PM,Green tea
GENTEAL PM LUBRICANT EYE OINTMENT,Green tea
"GENTEAL SEVERE DRY EYE RELIEF GEL, 10 ML TABS",Green tea
GENTEAL SEVERE EYE RELIEF LUBRICANT GEL,Green tea
GENTEAL SEVERE LUBRICANT EYE GEL,Green tea
GENTEAL TEAR SOL MODERATE,Green tea
GENTIANA LUTEA,Green tea
GENTIANA LUTEA AND ACHILLEA MILLEFOLIUM AND CNICUS BENEDICTUS AND ARTE,Green tea
GENTIANA LUTEA ROOT,Green tea
GENTIANA LUTEA TINCTURE,Green tea
GENTIAN [GENTIANA LUTEA],Green tea
GENTLE TEARS,Green tea
GETEAL GEL,Green tea
GET REGULAR TEA,Green tea
GETTEARS,Green tea
GINGER AID TEA,Green tea
GINGER TEA,Green tea
GINKGO TEA,Green tea
"GINO-TARDYFERON (ASCORBIC ACID, FERROUS SULFATE, FOLIC ACID, PROTEASE)",Green tea
GINSENG TEA,Green tea
GINSENG TEA SUPPLEMENT,Green tea
"GLAXAL BASE (CETOMACROGOL 1000, CETOSTEARYL ALCOHOL, CHLOROCRESOL, PAR",Green tea
GLUTEAL,Green tea
"GLYCERIN SUPPOSITORIES (GLYCEROL, SODIUM STEARATE)",Green tea
"GLYCEROL;GLYCERYL MONOSTEARATE;PARAFFIN, LIQUID;SIMETICONE;WOOL ALCOHO",Green tea
GLYCOPYRROLATEATE BROMIDE INDACETEROL MALEATE,Green tea
GNP ARTIFICIAL TEARS,Green tea
"^GOOD HERBS ORIGINAL^ TEA - ROOBOIS, ROSEHIPS, CHAMOMILE, CINNAMON, LE",Green tea
GOODSENSE ARTIFICIAL TEARS,Green tea
GS 9256 (NS3 PROTEASE INHIBITOR),Green tea
GS 9451 (NS3 PROTEASE INHIBITOR),Green tea
GUAVA LEAF TEA,Green tea
GUAVA TEA,Green tea
GYMNEMA HERBAL TEA,Green tea
GYMNEMA TEA,Green tea
"GYNO-TARDYFERON (ASCORBIC ACID, FERROUS SULFATE, FOLIC ACID, PROTEASE)",Green tea
GYNO-TARDYFERON (ASCORBIC ACID/FERROUS SULFATE/FOLIC ACID/PROTEASE),Green tea
"GYNO-TARDYFERON (ASCORBIC ACID, FERROUS SULFATE, FOLIC ACID, PROTEASE) FILM-COATED TABLET",Green tea
"GYNO-TARDYFERON (ASCRORBIC ACID, FERROUS SULFATE, FOLIC ACID, PROTEASE)",Green tea
HABISCUS TEA WITH MINT + LEMON GRASS,Green tea
HAWTHORN LEAF AND FLOWER TEA,Green tea
HERBAL INSANITY THE PERFECT TEA FOR THE TERRIBLE PAIN AND STRESS,Green tea
HERBAL MEDS AND TEAS,Green tea
HERBAL TEA/ 5 HOUR ENERGY DRINK,Green tea
HERBAL TEA-CHAMOMILE,Green tea
HERBAL TEA PREPARATION,Green tea
HERBAL TEAS,Green tea
HERBAL TEA SMOOTH,Green tea
HERBAL TEAS OTC,Green tea
HERBAL TEAS WITH GINGER,Green tea
HERBAL TEA WITH ALTHAEA OFFICINALIS EXTRACT,Green tea
HERBAL TEA WITH ROSE HIPS,Green tea
HERB + TEA,Green tea
HIBISCUS FLOWER TEA,Green tea
HIBISCUS TEA,Green tea
HJERTEALBY,Green tea
HJERTEALBYL,Green tea
HOLY BASIL HERBAL TEAS,Green tea
HOMEMADE TEA OF MINT LEAVES,Green tea
HOMEOPAHTIC TEAS: SAGE + JUNAPER BERRIES,Green tea
HONEY LEMONS TEA,Green tea
HOODIA SLIMMING TEA,Green tea
"HP ERGO, TEAL/CLEAR (HUMAN ERGO, TEAL/CLEAR) PEN, REUSABLE",Green tea
"HP ERGO, TEAL/CLEAR (HUMAPEN ERGO, TEAL/CLEAR) PEN, REUSABLE",Green tea
HYDROCODON-ACTEAMINOPHEN,Green tea
HYDROCODONE-ACTEAMINOPHEN,Green tea
HYDRO [PROTEASE],Green tea
HYDROTEARS OT EYE DROPS,Green tea
HYLO TEAR,Green tea
HYLO-TEAR,Green tea
HYLO?TEAR,Green tea
HYLO TEAR (HYALURONATE SODIUM),Green tea
HYLOTEARS,Green tea
HYLOTEARS 0.1 %,Green tea
HYPERICIN (HERBAL TEA),Green tea
"HYPOTEARS (BENZALKONIUM CHLORIDE, EDETATE DISODIUM, MACROGOL, POLYVINY",Green tea
HYPOTEARS PF,Green tea
HYPOTEARS                               /SCH/,Green tea
HYPROMELLOSE-GLYCERIN-EYE DROP TEARS,Green tea
IMMUNOCAL HERBAL TEAS,Green tea
IRINOTECAN (IRINOTEAN HYDROCHLORIDE) (INTAVENOUS INFUSION) (IRINOTECAN,Green tea
ISOPTO TEAR DROPS,Green tea
ISOPTO TEARS                       /00445101/,Green tea
ISOPTO TEARS /00445101/,Green tea
ISOPTO TEARS                       /01727601/,Green tea
ISOPTO-TEARS ALCON,Green tea
ISOPTO TEARS [HYPROMELLOSE],Green tea
ISOPTO TEARS [HYPROMELLOSE;SODIUM CHLORIDE],Green tea
ISOPTO TEARS (ISOPTO TEARS),Green tea
ISOPTO TEARS (ISOPTO TEARS) (DROPS),Green tea
JASMINE TAO TEA,Green tea
JOBS TEARS,Green tea
"JUICE PLUS (AMYLASE, ASCORBIC ACID, CELLULASE, FOLIC ACID, LIPASE, PROTEASE)",Green tea
"JUICE PLUS (ASCORBIC ACID, FOLIC ACID, LIPASE, AMYLASE, PROTEASE, CELL",Green tea
"JUSAN (SODIUM BICARBONATE, DIASTASE, GENTIANA LUTEA ROOT)",Green tea
JUVENON NETTLE HERBAL TEA,Green tea
"KALMS (ASAFEIDE, FERUL ASSAFOETIDA, GENTIAN, GENTIANA LUTEA ROOT, HUMU",Green tea
"KALMS (ASAFETIDA, FERULA ASSAFOETIDA, GENTIAN, GENTIANA LUTEA ROOT, HU",Green tea
"KALMS(ASAFETIDA, FERULA ASSAFOETIDA, GENTIAN, GENTIANA LUTEA ROOT, HUM",Green tea
KALMS [FERULA ASSA-FOETIDA;GENTIANA LUTEA ROOT;HUMULUS LUPULUS;VALERIA,Green tea
"KALMS (FERULA ASSAFOETIDA,GENTIANA LUTEA ROOT, HUMULUS LUPULUS, VALERIANA OFFICINALIS EXTRACT)",Green tea
KATADOLON (FLUPRIRTINE MATEATE),Green tea
"KOLOREX TEA ( HOROWITZ, ANISE, PEPPERMINT)",Green tea
KOREAN GINSING TEA,Green tea
LACRIMA PLUS (TEARS NATURALE II),Green tea
LACTEATED RINGERS,Green tea
LATANOTEARS,Green tea
LAVENDER TEA,Green tea
LEMON BALM AND CHAMOMILE TEA,Green tea
LEMON GINGER TEA,Green tea
LEMON TEA,Green tea
LEMON ZINGLER TEA,Green tea
LEVEITIRACTEA,Green tea
LEVETIRACTEAM,Green tea
LEVETRACTEA,Green tea
LICORICE TEA,Green tea
LIDOCAINE 2% ONE TEASPOON MIXED WITH MIRALAX TO MAKE A GI COCKTAIL,Green tea
"LIPASE 19,000 U PROTEASE",Green tea
LIPASE 25000USP;AMYLASE 136000 USP;PROTEASE 85000 USP,Green tea
LIPASE PROTEASE,Green tea
LIPASE-PROTEASE,Green tea
LIPASE-PROTEASE-AMYLASE,Green tea
LIPASE-PROTEASE-AMYLASE -PANCREASE MT 16-,Green tea
LIPOSOMAL STEALTH DOXORUBICIN HYDROCHLORIDE,Green tea
LIPOTEARS,Green tea
LIQUID TEARS/GELS OVER-THE-COUNTER,Green tea
LIQUID TEARS OPHT,Green tea
"LIQUID TEARS (ORCIPRENALINE SULFATE, DOXYLAMINE SUCCINATE)",Green tea
"LIQUIFILM TEARS       (CHLOROBUTANOL , POLYVINYL ALCOHOL)",Green tea
LIQUIFILM TEARS OCULAR LUBRICANT,Green tea
LIQUIFILM TEAR SOLUTION,Green tea
LIQUIFILM TEARS PRES FREE,Green tea
LIQUIFIL TEARS 1.4%,Green tea
LIQUI TEARS,Green tea
LIQUI-TEARS,Green tea
LIQUI TEARS BAUSCH + LOMB,Green tea
LIQUITEARS LUBRICANT EYE DROPS,Green tea
LIQUITEARS MAJOR PHARMACEUTICALS,Green tea
LIVER DETOX TEA,Green tea
LOHIST-D (LARKEN LAB ORGRX) ONE TEASPOONFUL EVERY 4 TO 6 HRS,Green tea
LOOSE LEAF TEA (YERBA MATE) W/DANDELION ROOT+TUMERIC+CINNAMON+OREGAN+THYME,Green tea
LOSEPINE (LACOTSE MONOHYDRATE/MAGNESIUM STEARATE/MICROCRYSTALLINE CELLUOSE/RED IRON OX),Green tea
"LOWER LEG BOOT FOR ACHILLES TEAR, RIGHT FOOT",Green tea
LUBRICANT EYE OINTMENT (AND ALSO NATURAL TEARS DROPS),Green tea
LUBRICANT TEARS,Green tea
LUTEA,Green tea
LYCOPODIUM CLAVATUM TEA,Green tea
MACROGOL 100 STEARATE,Green tea
MACROGOL 4000 (STEARATE DE),Green tea
MAJOR LIQUI TEARS,Green tea
MATEA,Green tea
MAXITEAR DRY EYE FORMULA,Green tea
MAXITEARS,Green tea
MEDOP MAXI TEARS,Green tea
"MEGAMAG (MAGNESIUM ASCORBOAASPARTATE, MAGNESIUM STEARATE)",Green tea
"MEGAMAG (MAGNESIUM ASCORBOASPARTATE, MAGNESIUM STEARATE)",Green tea
MENOPHYTEA,Green tea
MENOPHYTEA SOMMEIL,Green tea
MENOPHYTEA VENTRE PLAT (VEGETAL EXTRACTS),Green tea
MILK THISTLE TEA,Green tea
"MINCIPATCH SOLUTION (ORAL SOLUTION) (GLYCERIN, SORBITOL, JAVA TEA, ELD",Green tea
MINIMS ARTIFICIAL TEARS,Green tea
MINIMS ARTIFICIAL TEARS EYE DROPS SOLUTION,Green tea
MINIMS ARTIFICIAL TEARS (HYDROXYETHYLCELLULOSE),Green tea
MINT AND OTHER HERBAL TEAS,Green tea
MINT TEA,Green tea
MISCOTEARS,Green tea
MOISTURE DROPS (ARTIFICIAL TEARS),Green tea
MOISTURIZING TEARS,Green tea
MONIN CHANTEAUD KINESAMINE,Green tea
MONTEAL (NOS),Green tea
MORINGA OLEIFERA TEA (NO PREF. NAME),Green tea
MOTHER'S MILK TEA,Green tea
MOTHERS MILK TEA,Green tea
"MUCOTHIOL (CARBOCISTEINE/PROTEASE, )",Green tea
MULLENLEAF TEA W/C LOVE,Green tea
MURINE TEARS FOR DRY EYES,Green tea
MURINE TEARS PLUS REDNESS,Green tea
MUSHROOM TEA,Green tea
MUSHROOM TEA (PSILOCYBINE),Green tea
MYTEAR,Green tea
MYTEAR                             /00629201/,Green tea
MYTEAR /00629201/,Green tea
MYTEAR                             /00883501/,Green tea
MYTEAR ANTIBIOTIC EYE DROPS,Green tea
MYTEAR (ARTIFICIAL TEAR),Green tea
MYTEAR ARTIFICIAL TEAR,Green tea
MYTEAR [BORIC ACID],Green tea
MYTEAR [BORIC ACID;POTASSIUM CHLORIDE;SODIUM BICARBONATE;SODIUM CHLORI,Green tea
MYTEAR [CALCIUM CHLORIDE DIHYDRATE;POTASSIUM CHLORIDE],Green tea
MYTEAR PINT CARE EX,Green tea
NANO TEARS MXP FORTE CLEAR EMOLLIENT LUBRICANT,Green tea
NANO TEARS XP CLEAR EMOLLIENT LUBRICANT GEL DROPS,Green tea
NASATEAM,Green tea
NATURAL ANTIEMETIC GINGER TEA,Green tea
NATURAL BALANCE TEARS LUBRICANT EYE DROPS,Green tea
NATURAL BALANCE TEARS        MAJOR PHARMACEUTICALS,Green tea
NATURAL BAL SOL TEARS,Green tea
NATURAL OPHTHALMICS TEAR STIMULATION FORTE HOMEOPATHIC EYE DROPS,Green tea
NATURAL OPHTHALMICS WOMEN'S TEAR STIMULATION EYE DROPS,Green tea
NATURAL OPHTHALMICS WOMEN'S TEAR STIMULATION HOMEOPATHIS EYE DROPS,Green tea
NATURAL OPHTHAMALIC RX WOMEN'S TEAR STIMULATION,Green tea
NATURAL OPTHALMICS WOMEN'S TEAR STIMULATION,Green tea
NATURAL SUBSTANCE (NS) - SMOOTH MOVE TEA,Green tea
NATURAL TEAR DROPS,Green tea
NATURAL TEARS,Green tea
NATURAL TEARS 2,Green tea
NATURAL TEARS (ARTIFICIAL TEARS NOS),Green tea
NATURAL TEARS BY SIMLASIN,Green tea
NATURAL TEARS DROPS,Green tea
NATURAL TEARS EYE DROPS,Green tea
NATURAL TEARS (HYPROMELLOSE (+) SODIUM CHLORIDE),Green tea
NATURAL TEARS PRESERVATIVE FREE,Green tea
NATURAL TEARS (TEARS NATURALE /00635701/),Green tea
^NATURAL TEAS^,Green tea
NATURAL TEAS,Green tea
"NEEM OIL, TEA TREE OIL, LEMON OIL, LAVENDER OIL, THYME OIL, ROSEMARY OIL",Green tea
NEPHR-CARB STEADY,Green tea
NEPHRO CARB STEADY,Green tea
NEPHRO WITH CARB STEADY,Green tea
NEPRO CARB STEADY,Green tea
NEPRO/CARB STEADY,Green tea
NEPRO WITH CARB STEADY,Green tea
NETTLE LEAF TEA,Green tea
NEUTROGENA (CASTROL OIL/COCONUT OIL/STEARIC ACID/TROLAMINE LAURYLSULFA,Green tea
NEW TEARS,Green tea
NICOTEARS,Green tea
NO MORE TEARS,Green tea
NON NUCLEOSIDE PROTEASE INHIBITOR,Green tea
NO TEARS,Green tea
NO TEARS EYE DROPS,Green tea
NOVATEARS,Green tea
NOVOTEARS,Green tea
NOVO TEARS,Green tea
NUTRA TEAR,Green tea
OASIS TEAR PLUS,Green tea
OASIS TEARS PLUS (REHYDRON),Green tea
OASIS TEARS PRESERVATIVE-FREE LUBRICANT EYE DROPS,Green tea
