"name"	"latin_binomial"
RHEUMATISM WEED WHOLE	ACTAEA RACEMOSA
BOTROPHIS ACTAEOIDES WHOLE	ACTAEA RACEMOSA
BLACK COHOSH [HOC]	ACTAEA RACEMOSA
BLACK BANEBERRY WHOLE	ACTAEA RACEMOSA
ACTAEA MONOGYNA WHOLE	ACTAEA RACEMOSA
ACTAEA ORTHOSTACHYA WHOLE	ACTAEA RACEMOSA
ACTAEA RACEMOSA WHOLE	ACTAEA RACEMOSA
MACROTRYS RACEMOSA WHOLE	ACTAEA RACEMOSA
THALICTRODES RACEMOSA WHOLE	ACTAEA RACEMOSA
BLACK COHOSH WHOLE	ACTAEA RACEMOSA
ADIANTUM LATIFOLIUM LAM.	ADIANTUM LATIFOLIUM
ADIANTUM LATIFOLIUM WHOLE	ADIANTUM LATIFOLIUM
BROADLEAF MAIDENHAIR WHOLE	ADIANTUM LATIFOLIUM
ADIANTUM FOVEARUM WHOLE	ADIANTUM LATIFOLIUM
AESCULUS CASTANEA WHOLE	AESCULUS HIPPOCASTANUM
HORSE CHESTNUT [HOC]	AESCULUS HIPPOCASTANUM
HIPPOCASTANUM AESCULUS WHOLE	AESCULUS HIPPOCASTANUM
AESCULUS HIPPOCASTANUM L.	AESCULUS HIPPOCASTANUM
AESCULUS HIPPOCASTANUM WHOLE	AESCULUS HIPPOCASTANUM
AESCULUS MEMMINGERI	AESCULUS HIPPOCASTANUM
AESCULUS SEPTENATA WHOLE	AESCULUS HIPPOCASTANUM
AESCULUS PROCERA WHOLE	AESCULUS HIPPOCASTANUM
AESCULUS PROCERA	AESCULUS HIPPOCASTANUM
AESCULUS MEMMINGERI WHOLE	AESCULUS HIPPOCASTANUM
AESCULUS ASPLENIFOLIA WHOLE	AESCULUS HIPPOCASTANUM
HIPPOCASTANUM VULGARE WHOLE	AESCULUS HIPPOCASTANUM
PAWIA HIPPOCASTANUM WHOLE	AESCULUS HIPPOCASTANUM
HORSE CHESTNUT WHOLE	AESCULUS HIPPOCASTANUM
AESCULUS ASPLENIFOLIA	AESCULUS HIPPOCASTANUM
AESCULUS CASTANEA	AESCULUS HIPPOCASTANUM
AESCULUS VERSICOLOR WHOLE	AESCULUS PAVIA
PAVIA LIVIDA WHOLE	AESCULUS PAVIA
AESCULUS MOLLIS WHOLE	AESCULUS PAVIA
PAVIA WILLDENOWIANA WHOLE	AESCULUS PAVIA
AESCULUS AUSTRINA WHOLE	AESCULUS PAVIA
PAVIA OCTANDRIA WHOLE	AESCULUS PAVIA
FIRECRACKER PLANT WHOLE	AESCULUS PAVIA
AESCULUS SPLENDENS WHOLE	AESCULUS PAVIA
AESCULUS RUBRA WHOLE	AESCULUS PAVIA
AESCULUS RUBESCENS WHOLE	AESCULUS PAVIA
PAVIA NANA WHOLE	AESCULUS PAVIA
PAVIA LINDLEYANA WHOLE	AESCULUS PAVIA
PAVIA MICHAUXII WHOLE	AESCULUS PAVIA
AESCULUS DISCOLOR WHOLE	AESCULUS PAVIA
RED BUCKEYE WHOLE	AESCULUS PAVIA
PAVIA AMERICANA WHOLE	AESCULUS PAVIA
PAVIA LUCIDA WHOLE	AESCULUS PAVIA
AESCULUS LYONII WHOLE	AESCULUS PAVIA
PAVIA MACROCARPA WHOLE	AESCULUS PAVIA
AESCULUS HUMILIS WHOLE	AESCULUS PAVIA
AESCULUS PUBESCENS WHOLE	AESCULUS PAVIA
PAVIA ATROPURPUREA WHOLE	AESCULUS PAVIA
PAVIA RUBRA WHOLE	AESCULUS PAVIA
PAVIA MOLLIS WHOLE	AESCULUS PAVIA
PAVIA WHITLEYI WHOLE	AESCULUS PAVIA
PAVIA HUMILIS WHOLE	AESCULUS PAVIA
PAVIANA COCCINEA WHOLE	AESCULUS PAVIA
AESCULUS PAVIA L.	AESCULUS PAVIA
AESCULUS WHITLEYI WHOLE	AESCULUS PAVIA
AESCULUS PAVIA WHOLE	AESCULUS PAVIA
PAVIA PAVIA WHOLE	AESCULUS PAVIA
AMOMUM ERYTHROCARPUM WHOLE	AFRAMOMUM ANGUSTIFOLIUM
CARDAMOMUM CLUSII WHOLE	AFRAMOMUM ANGUSTIFOLIUM
CARDAMOMUM MELEGUETA WHOLE	AFRAMOMUM ANGUSTIFOLIUM
LONGOZA PLANT WHOLE	AFRAMOMUM ANGUSTIFOLIUM
AFRAMOMUM ANGUSTIFOLIUM WHOLE	AFRAMOMUM ANGUSTIFOLIUM
AFRAMOMUM HANBURYI WHOLE	AFRAMOMUM ANGUSTIFOLIUM
AFRAMOMUM BAUMANNII WHOLE	AFRAMOMUM ANGUSTIFOLIUM
AMOMUM SANSIBARICUM WHOLE	AFRAMOMUM ANGUSTIFOLIUM
AMOMUM CLUSII WHOLE	AFRAMOMUM ANGUSTIFOLIUM
AMOMUM DANIELII WHOLE	AFRAMOMUM ANGUSTIFOLIUM
AMOMUM SANGUINEUM WHOLE	AFRAMOMUM ANGUSTIFOLIUM
AFRAMOMUM MELEGUETELLA WHOLE	AFRAMOMUM MELEGUETA
AFRAMOMUM MELEGUETA WHOLE	AFRAMOMUM MELEGUETA
AMOMUM GRANA-PARADISI WHOLE	AFRAMOMUM MELEGUETA
ALPINIA GRANA-PARADISI WHOLE	AFRAMOMUM MELEGUETA
ALEXIS GRANDIFLORA WHOLE	AFRAMOMUM MELEGUETA
AFRAMOMUM MELEGUETA [WHO-DD]	AFRAMOMUM MELEGUETA
CARDAMOMUM GRANDIFLORUM WHOLE	AFRAMOMUM MELEGUETA
CARDAMOMUM GRANA-PARADISI WHOLE	AFRAMOMUM MELEGUETA
AMOMUM GRANDIFLORUM WHOLE	AFRAMOMUM MELEGUETA
GRAINS-OF-PARADISE [HOC]	AFRAMOMUM MELEGUETA
AFRAMOMUM MELEGUETA K.SCHUM.	AFRAMOMUM MELEGUETA
AFRAMOMUM GRANA-PARADISI WHOLE	AFRAMOMUM MELEGUETA
MELEGUETA PEPPER WHOLE	AFRAMOMUM MELEGUETA
CALCEOLARIA ENNEASPERMA WHOLE	AFROHYBANTHUS ENNEASPERMUS
IONIDIUM HEXASPERMUM WHOLE	AFROHYBANTHUS ENNEASPERMUS
HYBANTHUS SUFFRUTICOSUS WHOLE	AFROHYBANTHUS ENNEASPERMUS
HYBANTHUS HETEROPHYLLUS WHOLE	AFROHYBANTHUS ENNEASPERMUS
ALSODEIA SOCOTRANA WHOLE	AFROHYBANTHUS ENNEASPERMUS
IONIDIUM HIRTUM WHOLE	AFROHYBANTHUS ENNEASPERMUS
SOLEA MONTANA WHOLE	AFROHYBANTHUS ENNEASPERMUS
IONIDIUM FRUTESCENS WHOLE	AFROHYBANTHUS ENNEASPERMUS
VIOLA SUFFRUTICOSA WHOLE	AFROHYBANTHUS ENNEASPERMUS
HYBANTHUS THESIIFOLIUS WHOLE	AFROHYBANTHUS ENNEASPERMUS
IONIDIUM DAHOMENSIS WHOLE	AFROHYBANTHUS ENNEASPERMUS
HYBANTHUS LINIFOLIUS WHOLE	AFROHYBANTHUS ENNEASPERMUS
VIOLA ERECTA WHOLE	AFROHYBANTHUS ENNEASPERMUS
IONIDIUM BANKSIANUM WHOLE	AFROHYBANTHUS ENNEASPERMUS
HYBANTHUS MOLLIS WHOLE	AFROHYBANTHUS ENNEASPERMUS
SOLEA HETEROPHYLLA WHOLE	AFROHYBANTHUS ENNEASPERMUS
HYBANTHUS ZIPPELII WHOLE	AFROHYBANTHUS ENNEASPERMUS
VIOLA ENNEASPERMA WHOLE	AFROHYBANTHUS ENNEASPERMUS
CALCEOLARIA THYMIFOLIA WHOLE	AFROHYBANTHUS ENNEASPERMUS
IONIDIUM MOLLE WHOLE	AFROHYBANTHUS ENNEASPERMUS
IONIDIUM AETHIOPICUM WHOLE	AFROHYBANTHUS ENNEASPERMUS
IONIDIUM ENNEASPERMUM WHOLE	AFROHYBANTHUS ENNEASPERMUS
HYBANTHUS MINIATUS WHOLE	AFROHYBANTHUS ENNEASPERMUS
VIOLA LINIFOLIA WHOLE	AFROHYBANTHUS ENNEASPERMUS
IONIDIUM HETEROPHYLLUM WHOLE	AFROHYBANTHUS ENNEASPERMUS
IONIDIUM ERECTUM WHOLE	AFROHYBANTHUS ENNEASPERMUS
AFROHYBANTHUS ENNEASPERMUS (L.) FLICKER	AFROHYBANTHUS ENNEASPERMUS
HYBANTHUS NYASSENSIS WHOLE	AFROHYBANTHUS ENNEASPERMUS
HYBANTHUS ENNEASPERMUS WHOLE	AFROHYBANTHUS ENNEASPERMUS
POLYGALA FRUTESCENS WHOLE	AFROHYBANTHUS ENNEASPERMUS
VIOLA GUINEENSIS WHOLE	AFROHYBANTHUS ENNEASPERMUS
IONIDIUM SUBGLAUCUM WHOLE	AFROHYBANTHUS ENNEASPERMUS
IONIDIUM LINIFOLIUM WHOLE	AFROHYBANTHUS ENNEASPERMUS
SOLEA ENNEASPERMA WHOLE	AFROHYBANTHUS ENNEASPERMUS
IONIDIUM RHABDOSPERMUM WHOLE	AFROHYBANTHUS ENNEASPERMUS
PIGEA BANKSIANA WHOLE	AFROHYBANTHUS ENNEASPERMUS
VIOLA HETEROPHYLLA WHOLE	AFROHYBANTHUS ENNEASPERMUS
IONIDIUM LEPTORHIZUM WHOLE	AFROHYBANTHUS ENNEASPERMUS
AFROHYBANTHUS ENNEASPERMUS WHOLE	AFROHYBANTHUS ENNEASPERMUS
IONIDIUM INDICUM WHOLE	AFROHYBANTHUS ENNEASPERMUS
IONIDIUM THYMIFOLIUM WHOLE	AFROHYBANTHUS ENNEASPERMUS
VIOLA THESIIFOLIA WHOLE	AFROHYBANTHUS ENNEASPERMUS
IONIDIUM THESIIFOLIUM WHOLE	AFROHYBANTHUS ENNEASPERMUS
IONIDIUM ZIPPELII WHOLE	AFROHYBANTHUS ENNEASPERMUS
VIOLA LANCEIFOLIA WHOLE	AFROHYBANTHUS ENNEASPERMUS
HYBANTHUS THYMIFOLIUS WHOLE	AFROHYBANTHUS ENNEASPERMUS
HYBANTHUS HIRTUS WHOLE	AFROHYBANTHUS ENNEASPERMUS
SOLEA LINIFOLIA WHOLE	AFROHYBANTHUS ENNEASPERMUS
SOLEA ERECTA WHOLE	AFROHYBANTHUS ENNEASPERMUS
HYBANTHUS HILDEBRANDTII WHOLE	AFROHYBANTHUS ENNEASPERMUS
IONIDIUM WIGHTIANA WHOLE	AFROHYBANTHUS ENNEASPERMUS
LICANIA ELAEOSPERMA WHOLE	AFROLICANIA ELAEOSPERMA
AFROLICANIA ELAEOSPERMA MILDBR.	AFROLICANIA ELAEOSPERMA
AFROLICANIA ELAEOSPERMA WHOLE	AFROLICANIA ELAEOSPERMA
BAROSMA BETULINA WHOLE	AGATHOSMA BETULINA
AGATHOSMA BETULINA WHOLE	AGATHOSMA BETULINA
BAROSMA ORBICULARIS WHOLE	AGATHOSMA BETULINA
AGATHOSMA BETULINA [WHO-DD]	AGATHOSMA BETULINA
AGATHOSMA BETULINA (P.J.BERGIUS) PILLANS	AGATHOSMA BETULINA
BUCHU WHOLE	AGATHOSMA BETULINA
BUCHU (AGATHOSMA BETULINA) [HOC]	AGATHOSMA BETULINA
BUCCO BETULINA WHOLE	AGATHOSMA BETULINA
PARAPETALIFERA BETULINA WHOLE	AGATHOSMA BETULINA
HARTOGIA BETULINA WHOLE	AGATHOSMA BETULINA
AGELAEA DEMEUSEI WHOLE	AGELAEA PENTAGYNA
AGELAEA SETULOSA WHOLE	AGELAEA PENTAGYNA
AGELAEA PENTAGYNA (LAM.) BAILL.	AGELAEA PENTAGYNA
AGELAEA AUSTRALIS WHOLE	AGELAEA PENTAGYNA
SPONDIOIDES VILLOSA WHOLE	AGELAEA PENTAGYNA
AGELAEA PHASEOLIFOLIA WHOLE	AGELAEA PENTAGYNA
AGELAEA GRACILIS WHOLE	AGELAEA PENTAGYNA
AGELAEA PUNCTULATA WHOLE	AGELAEA PENTAGYNA
CONNARUS PUNCTULATUS WHOLE	AGELAEA PENTAGYNA
AGELAEA PILOSA WHOLE	AGELAEA PENTAGYNA
AGELAEA NITIDA WHOLE	AGELAEA PENTAGYNA
AGELAEA LONGIFOLIATA WHOLE	AGELAEA PENTAGYNA
AGELAEA LEOPOLDVILLEANA WHOLE	AGELAEA PENTAGYNA
AGELAEA OLIGANTHA WHOLE	AGELAEA PENTAGYNA
AGELAEA SUBLANATA WHOLE	AGELAEA PENTAGYNA
AGELAEA VILLOSA WHOLE	AGELAEA PENTAGYNA
AGELAEA HIRSUTA WHOLE	AGELAEA PENTAGYNA
AGELAEA NEGLECTA WHOLE	AGELAEA PENTAGYNA
AGELAEA USAMBARENSIS WHOLE	AGELAEA PENTAGYNA
AGELAEA DEWEVREI WHOLE	AGELAEA PENTAGYNA
OMPHALOBIUM NERVOSUM WHOLE	AGELAEA PENTAGYNA
AGELAEA KATANGENSIS WHOLE	AGELAEA PENTAGYNA
AGELAEA TRICUSPIDATA WHOLE	AGELAEA PENTAGYNA
AGELAEA LUCIDA WHOLE	AGELAEA PENTAGYNA
AGELAEA COCCINEA WHOLE	AGELAEA PENTAGYNA
AGELAEA LONGICALYCULATA WHOLE	AGELAEA PENTAGYNA
AGELAEA RETICULATA WHOLE	AGELAEA PENTAGYNA
OMPHALOBIUM VILLOSUM WHOLE	AGELAEA PENTAGYNA
CNESTIS TRIFOLIA WHOLE	AGELAEA PENTAGYNA
AGELAEA DUCHESNEI WHOLE	AGELAEA PENTAGYNA
AGELAEA LESCRAUWAETII WHOLE	AGELAEA PENTAGYNA
AGELAEA GRISEA WHOLE	AGELAEA PENTAGYNA
OMPHALOBIUM PENTAGONUM WHOLE	AGELAEA PENTAGYNA
AGELAEA CORDATA WHOLE	AGELAEA PENTAGYNA
AGELAEA OBOVATA WHOLE	AGELAEA PENTAGYNA
CNESTIS OBLIQUA WHOLE	AGELAEA PENTAGYNA
AGELAEA ELEGANS WHOLE	AGELAEA PENTAGYNA
AGELAEA PHAEOCARPA WHOLE	AGELAEA PENTAGYNA
AGELAEA UGANDENSIS WHOLE	AGELAEA PENTAGYNA
AGELAEA THOUARSIANA WHOLE	AGELAEA PENTAGYNA
AGELAEA KONERI WHOLE	AGELAEA PENTAGYNA
AGELAEA HETEROPHYLLA WHOLE	AGELAEA PENTAGYNA
AGELAEA OBLIQUA WHOLE	AGELAEA PENTAGYNA
AGELAEA FLOCCOSA WHOLE	AGELAEA PENTAGYNA
AGELAEA TRIFOLIA WHOLE	AGELAEA PENTAGYNA
AGELAEA ZENKERI WHOLE	AGELAEA PENTAGYNA
AGELAEA PENTAGYNA WHOLE	AGELAEA PENTAGYNA
AGELAEA PYNAERTII WHOLE	AGELAEA PENTAGYNA
AGELAEA MILDBRAEDII WHOLE	AGELAEA PENTAGYNA
AGELAEA MAYOTTENSIS WHOLE	AGELAEA PENTAGYNA
CONNARUS PENTAGYNUS WHOLE	AGELAEA PENTAGYNA
AGELAEA LAMARCKII WHOLE	AGELAEA PENTAGYNA
AGELAEA OVALIS WHOLE	AGELAEA PENTAGYNA
AGELAEA PREUSSII WHOLE	AGELAEA PENTAGYNA
AGELAEA PSEUDOBLIQUA WHOLE	AGELAEA PENTAGYNA
AGELAEA MARGINATA WHOLE	AGELAEA PENTAGYNA
AGELAEA MACROCARPA WHOLE	AGELAEA PENTAGYNA
AGELAEA EMETICA WHOLE	AGELAEA PENTAGYNA
AGELAEA GLANDULOSISSIMA WHOLE	AGELAEA PENTAGYNA
AGELAEA USTULATA WHOLE	AGELAEA PENTAGYNA
AGRIMONIA EUPATORIA	AGRIMONIA EUPATORIA
AGRIMONIA MINOR WHOLE	AGRIMONIA EUPATORIA
AGRIMONIA EUPATORIA [HPUS]	AGRIMONIA EUPATORIA
AGRIMONIA EUPATORIA WHOLE	AGRIMONIA EUPATORIA
AGRIMONIA ADSCENDENS WHOLE	AGRIMONIA EUPATORIA
CHURCH STEEPLES WHOLE	AGRIMONIA EUPATORIA
COCKLEBUR WHOLE	AGRIMONIA EUPATORIA
AGRIMONIA EUPATORIA [WHO-DD]	AGRIMONIA EUPATORIA
AGRIMONIA HUMILIS WHOLE	AGRIMONIA EUPATORIA
CHURCHSTEEPLES WHOLE	AGRIMONIA EUPATORIA
AGRIMONIA EUPATORIA L.	AGRIMONIA EUPATORIA
AGRIMONIA OFFICINALIS WHOLE	AGRIMONIA EUPATORIA
AGRIMONIA CANESCENS WHOLE	AGRIMONIA EUPATORIA
STICKWORT WHOLE	AGRIMONIA EUPATORIA
HARVEST-LICE WHOLE	AGRIMONIA EUPATORIA
ALBATRELLOPSIS CONFLUENS WHOLE	ALBATRELLUS CONFLUENS
BOLETUS CONFLUENS WHOLE	ALBATRELLUS CONFLUENS
BOLETUS NITENS WHOLE	ALBATRELLUS CONFLUENS
POLYPORUS PACHYPUS WHOLE	ALBATRELLUS CONFLUENS
POLYPORUS CONFLUENS WHOLE	ALBATRELLUS CONFLUENS
CALOPORUS CONFLUENS WHOLE	ALBATRELLUS CONFLUENS
SCUTIGER CONFLUENS WHOLE	ALBATRELLUS CONFLUENS
BOLETUS ARTEMIDORUS WHOLE	ALBATRELLUS CONFLUENS
POLYPORUS ARTEMIDORUS WHOLE	ALBATRELLUS CONFLUENS
MERISMA CONFLUENS WHOLE	ALBATRELLUS CONFLUENS
POLYPORUS WHITEAE WHOLE	ALBATRELLUS CONFLUENS
ALBATRELLUS CONFLUENS WHOLE	ALBATRELLUS CONFLUENS
CLADOMERIS CONFLUENS WHOLE	ALBATRELLUS CONFLUENS
POLYPILUS CONFLUENS WHOLE	ALBATRELLUS CONFLUENS
BOLETUS AURANTIUS WHOLE	ALBATRELLUS CONFLUENS
SCUTIGER WHITEAE WHOLE	ALBATRELLUS CONFLUENS
SCUTIGER LAETICOLOR WHOLE	ALBATRELLUS CONFLUENS
POLYPORUS LAETICOLOR WHOLE	ALBATRELLUS CONFLUENS
FEUILLEEA CORIARIA WHOLE	ALBIZIA CORIARIA
ALBIZIA CORIARIA WHOLE	ALBIZIA CORIARIA
ALBIZIA POISSONII WHOLE	ALBIZIA CORIARIA
ALBIZIA CORIARIA WELW. EX OLIV.	ALBIZIA CORIARIA
ALBIZIA KATANGENSIS WHOLE	ALBIZIA CORIARIA
ACACIA KALKORA WHOLE	ALBIZIA JULIBRISSIN
ALBIZIA ROSEA WHOLE	ALBIZIA JULIBRISSIN
ALBIZIA NEMU WHOLE	ALBIZIA JULIBRISSIN
FEUILLEEA JULIBRISSIN WHOLE	ALBIZIA JULIBRISSIN
ALBIZIA JULIBRISSIN [WHO-DD]	ALBIZIA JULIBRISSIN
ACACIA NEMU WHOLE	ALBIZIA JULIBRISSIN
MIMOSA JULIBRISSIN WHOLE	ALBIZIA JULIBRISSIN
SILKTREE WHOLE	ALBIZIA JULIBRISSIN
ALCHEMILLA GRACILIS LEAF	ALBIZIA JULIBRISSIN
ACACIA JULIBRISSIN WHOLE	ALBIZIA JULIBRISSIN
POWDERPUFF TREE WHOLE	ALBIZIA JULIBRISSIN
SILK TREE WHOLE	ALBIZIA JULIBRISSIN
ALBIZIA JULIBRISSIN WHOLE	ALBIZIA JULIBRISSIN
SILK TREE [HOC]	ALBIZIA JULIBRISSIN
MIMOSA TREE WHOLE	ALBIZIA JULIBRISSIN
ALBIZIA JULIBRISSIN DURAZZ.	ALBIZIA JULIBRISSIN
HE HUAN WHOLE	ALBIZIA JULIBRISSIN
ALBIZIA ARUNACHALENSIS WHOLE	ALBIZIA JULIBRISSIN
ACACIA HEMU WHOLE	ALBIZIA JULIBRISSIN
PITHECELLOBIUM SPLITGERBERIANUM WHOLE	ALBIZIA JULIBRISSIN
ACACIA ISENBERGIANA WHOLE	ALBIZIA JULIBRISSIN
HOLLYHOCK WHOLE	ALCEA ROSEA
ROSE MALLOW WHOLE	ALCEA ROSEA
ALTHAEA CHINENSIS WHOLE	ALCEA ROSEA
ALTHAEA ROSEA WHOLE	ALCEA ROSEA
HOLLYHOCK [HOC]	ALCEA ROSEA
ALTHAEA MEONANTHA WHOLE	ALCEA ROSEA
MALVA ROSEA WHOLE	ALCEA ROSEA
ALCEA MICROCHITON WHOLE	ALCEA ROSEA
ALTHAEA SINENSIS WHOLE	ALCEA ROSEA
ALCEA CRETICA WHOLE	ALCEA ROSEA
ALTHAEA COROMANDELIANA WHOLE	ALCEA ROSEA
MALVA HORTENSUS WHOLE	ALCEA ROSEA
ALTHAEA FLEXUOSA WHOLE	ALCEA ROSEA
ALTHAEA MEXICANA WHOLE	ALCEA ROSEA
ALCEA ROSEA WHOLE	ALCEA ROSEA
ALTHAEA MICROCHITON WHOLE	ALCEA ROSEA
ALCEA ROSEA [WHO-DD]	ALCEA ROSEA
ALCEA ROSEA L.	ALCEA ROSEA
ALTHAEA CARIBAEA WHOLE	ALCEA ROSEA
MALVA FLORIDA WHOLE	ALCEA ROSEA
ALTHAEA CRETICA WHOLE	ALCEA ROSEA
ALCEA SETOSA WHOLE	ALCEA SETOSA
ALTHAEA PONTICA WHOLE	ALCEA SETOSA
ALTHAEA SETOSA WHOLE	ALCEA SETOSA
ALCEA PONTICA WHOLE	ALCEA SETOSA
ALCEA AEGYPTIACA WHOLE	ALCEA SETOSA
ALCEA SETOSA (BOISS.) ALEF.	ALCEA SETOSA
ALTHAEA AEGYPTICA WHOLE	ALCEA SETOSA
LADY'S MANTLE [HOC]	ALCHEMILLA XANTHOCHLORA
ALCHEMILLA XANTHOCHLORA WHOLE	ALCHEMILLA XANTHOCHLORA
ALCHEMILLA VULGARIS WHOLE	ALCHEMILLA XANTHOCHLORA
ALCHEMILLA GOTTSTEINIANA WHOLE	ALCHEMILLA XANTHOCHLORA
LADY'S-MANTLE WHOLE	ALCHEMILLA XANTHOCHLORA
INTERMEDIATE LADY'S-MANTLE WHOLE	ALCHEMILLA XANTHOCHLORA
ALCHEMILLA XANTHOCHLORA ROTHM.	ALCHEMILLA XANTHOCHLORA
ALCHEMILLA PRATENSIS WHOLE	ALCHEMILLA XANTHOCHLORA
ALCHEMILLA VULGARIS [WHO-DD]	ALCHEMILLA XANTHOCHLORA
ALECTRA LEDERMANNII WHOLE	ALECTRA SESSILIFLORA
MELASMA CORDATUM WHOLE	ALECTRA SESSILIFLORA
MELASMA COMMUNE WHOLE	ALECTRA SESSILIFLORA
GLOSSOSTYLIS AVENSIS WHOLE	ALECTRA SESSILIFLORA
ALECTRA TRINERVIS WHOLE	ALECTRA SESSILIFLORA
ALECTRA SCHLIEBENII WHOLE	ALECTRA SESSILIFLORA
MELASMA BARBATUM WHOLE	ALECTRA SESSILIFLORA
MELASMA AVENSE WHOLE	ALECTRA SESSILIFLORA
ALECTRA ARABICA WHOLE	ALECTRA SESSILIFLORA
ALECTRA CONGOLENSIS WHOLE	ALECTRA SESSILIFLORA
ALECTRA BARBATA WHOLE	ALECTRA SESSILIFLORA
MELASMA ASPERRIMUM WHOLE	ALECTRA SESSILIFLORA
ALECTRA ASPERRIMA WHOLE	ALECTRA SESSILIFLORA
GERARDIA SESSILIFLORA WHOLE	ALECTRA SESSILIFLORA
EPINE-VINETTE WHOLE	BERBERIS VULGARIS
MELASMA SESSILIFLORUM WHOLE	ALECTRA SESSILIFLORA
ALECTRA SENEGALENSIS WHOLE	ALECTRA SESSILIFLORA
HYMENOSPERMUM DENTATUM WHOLE	ALECTRA SESSILIFLORA
ALECTRA RUPESTRIS WHOLE	ALECTRA SESSILIFLORA
RHINANTHUS SCABER WHOLE	ALECTRA SESSILIFLORA
ALECTRA SESSILIFLORA WHOLE	ALECTRA SESSILIFLORA
ALECTRA HUNDTII WHOLE	ALECTRA SESSILIFLORA
ALECTRA THOMSONII WHOLE	ALECTRA SESSILIFLORA
ALECTRA COMMUNIS WHOLE	ALECTRA SESSILIFLORA
ALECTRA SESSILIFLORA (VAHL) KUNTZE	ALECTRA SESSILIFLORA
ALECTRA MOEROENSIS WHOLE	ALECTRA SESSILIFLORA
GLOSSOSTYLIS CORDATA WHOLE	ALECTRA SESSILIFLORA
ALECTRA CORDATA WHOLE	ALECTRA SESSILIFLORA
ALECTRA IBITYENSIS WHOLE	ALECTRA SESSILIFLORA
BARTSIA SCABRA WHOLE	ALECTRA SESSILIFLORA
NIGRINA SESSILIFLORA WHOLE	ALECTRA SESSILIFLORA
ALECTRA ABERDARICA WHOLE	ALECTRA SESSILIFLORA
ALLIUM CUMARIA WHOLE	ALLIUM CEPA
WHITE GLOBE ONION WHOLE	ALLIUM CEPA
CEPA VULGARIS WHOLE	ALLIUM CEPA
RED GLOBE ONION WHOLE	ALLIUM CEPA
ALLIUM NIGRITANUM WHOLE	ALLIUM CEPA
ALLIUM CEPAEUM WHOLE	ALLIUM CEPA
CEPA RUBRA WHOLE	ALLIUM CEPA
CEPA ESCULENTA WHOLE	ALLIUM CEPA
ALLIUM ASCALONICUM WHOLE	ALLIUM CEPA
ALLIUM AOBANUM WHOLE	ALLIUM CEPA
ASCALONICUM SATIVUM WHOLE	ALLIUM CEPA
ALLIUM ESCULENTUM WHOLE	ALLIUM CEPA
ALLIUM COMMUNE WHOLE	ALLIUM CEPA
ALLIUM CEPA WHOLE	ALLIUM CEPA
ONION [HOC]	ALLIUM CEPA
COMMON ONION WHOLE	ALLIUM CEPA
ALLIUM ANGOLENSE WHOLE	ALLIUM CEPA
ALLIUM PAUCIFLORUM WHOLE	ALLIUM CEPA
ALLIUM SALOTA WHOLE	ALLIUM CEPA
CEPA ALBA WHOLE	ALLIUM CEPA
CEPA PALLENS WHOLE	ALLIUM CEPA
GARDEN ONION WHOLE	ALLIUM CEPA
ALLIUM NAPUS WHOLE	ALLIUM CEPA
PORRUM CEPA WHOLE	ALLIUM CEPA
KEPA ESCULENTA WHOLE	ALLIUM CEPA
ALLIUM CEPA L.	ALLIUM CEPA
ALLIUM OUSENSANENSE WHOLE	ALLIUM MACROSTEMON
CHINESE GARLIC WHOLE (ALLIUM MACROSTEMON)	ALLIUM MACROSTEMON
ALLIUM MACROSTEMON WHOLE	ALLIUM MACROSTEMON
ALLIUM MACROSTEMON [WHO-DD]	ALLIUM MACROSTEMON
ALLIUM MACROSTEMON BUNGE	ALLIUM MACROSTEMON
ALLIUM NIPPONICUM WHOLE	ALLIUM MACROSTEMON
LONG-STAMEN ONION [HOC]	ALLIUM MACROSTEMON
GARLIC CHIVES WHOLE (ALLIUM MACROSTEMON)	ALLIUM MACROSTEMON
XIAO GUN SUAN WHOLE	ALLIUM MACROSTEMON
LONGSTAMEN ONION WHOLE(ALLIUM MACROSTEMON)	ALLIUM MACROSTEMON
ALLIUM IATASEN WHOLE	ALLIUM MACROSTEMON
ALLIUM GRAYI WHOLE	ALLIUM MACROSTEMON
ALLIUM URATENSE WHOLE	ALLIUM MACROSTEMON
ALLIUM CHANETII WHOLE	ALLIUM MACROSTEMON
ALLIUM NEREIDUM WHOLE	ALLIUM MACROSTEMON
NO-BINU WHOLE	ALLIUM MACROSTEMON
PORRUM SATIVUM WHOLE	ALLIUM PORRUM
ALLIUM BABINGTONII WHOLE	ALLIUM PORRUM
ALLIUM LEUCANTHUM WHOLE	ALLIUM PORRUM
ALLIUM ADSCENDENS WHOLE	ALLIUM PORRUM
ALLIUM SYRIACUM WHOLE	ALLIUM PORRUM
ALLIUM AMPELOPRASUM [WHO-DD]	ALLIUM PORRUM
PORRUM COMMUNE WHOLE	ALLIUM PORRUM
ALLIUM THESSALUM WHOLE	ALLIUM PORRUM
BROADLEAF WILD LEEK WHOLE	ALLIUM PORRUM
PORRUM AMETHYSTINUM WHOLE	ALLIUM PORRUM
ALLIUM PARDOI WHOLE	ALLIUM PORRUM
ALLIUM GASPARRINII WHOLE	ALLIUM PORRUM
ALLIUM AMPELOPRASUM WHOLE	ALLIUM PORRUM
ALLIUM ALBESCENS WHOLE	ALLIUM PORRUM
ALLIUM POLYANTHUM WHOLE	ALLIUM PORRUM
