FAERS_drug_match,lookup_value
NOVALIN ORGANIC FLAXSEED OIL,Flax seed
"OMEGA 3-6-9 FISH, FLAX + BORAGE OIL",Flax seed
OMEGA 3-6-9 WITH FLAXSEED AND FISH OIL,Flax seed
OMEGA 3 AND FLAX SEED OIL (TABLETS),Flax seed
OMEGA 3 FISH-FLAX,Flax seed
OMEGA 3-FISH-FLAX-BORA,Flax seed
OMEGA 3 FISH OIL/FLAXSEED,Flax seed
OMEGA 3 FLAX OIL,Flax seed
OMEGA 3 FLAXSEED,Flax seed
OMEGA 3/FLAXSEED,Flax seed
OMEGA 3 FLAXSEED CAPSULES,Flax seed
OMEGA 3 FLAX SEED OIL,Flax seed
OMEGA 3 FLAXSEED OIL,Flax seed
OMEGA-3 FLAXSEEDS,Flax seed
OMEGA 3 WITH FLAXSEED,Flax seed
OMEGA 3 WITH FLAXSEED OIL,Flax seed
OMEGA 4 WITH FLAXSEED AND FISH OIL,Flax seed
OMEGA FISH + FLAX,Flax seed
OMEGA (FLAX),Flax seed
OMEGA THREE FLAX SEED,Flax seed
ORGANIC FLAXSEED OIL,Flax seed
ORGANIC FLAX SEED WITH HIGH LIGNAME OIL,Flax seed
ORIGIN FLAX OIL,Flax seed
OTC FLAXSEED,Flax seed
"PROSTAID PLUS (FLAX, SAW PALMETTO, ST. JOHN'S WORT, ELDER, CALENDULA",Flax seed
PURITANS PRIDE FLAX SEED OIL,Flax seed
PURITANS PRIDE FLAXSEED OIL,Flax seed
SALMON + FLAX OIL,Flax seed
SEED FLAXSEED,Flax seed
SM FLAX OIL,Flax seed
SPRING VALLEY FLAX OIL,Flax seed
VITAMIN E/FLAXSEED OIL (OMEGA-3 FLAXSEED OIL),Flax seed
WALGREENS FINEST NATURAL FLAX SEED OIL WITH OMEGA 3,Flax seed
LINSEED                            /01649402/,Flax seed
LINSEED /01649402/,Flax seed
LINSEED (LINUM USITATISSIMUM SEED),Flax seed
LINSEED OIL (LINUM USITATISSIMUM SEED OIL),Flax seed
LINUM/LINSEED OIL,Flax seed
"ONMEVEL (CONTAINING DICLOFENAC, MENTHYL SALICYLATE, MENTHOL, LINSEED OIL)",Flax seed
"CIRUELAX (CITRIC ACID, HONEY, LINUM USITATISSIMUM, PRUNUS DOMESTICA, SENNA ALEXANDRIA, SUCROSE, TRITICUM AESTIVUM)",Flax seed
"CIRUELAX (CITRIC ACID, HONEY, LINUM USITATISSIMUM, PRUNUS DOMESTICA, SENNA ALEXANDRINA, SUCROSE, TRITICUM AESTIVUM)",Flax seed
COQ10 [CONJUGATED LINOLEIC ACID;LINUM USITATISSIMUM SEED OIL;UBIDECARE,Flax seed
FISH OIL W/LINUM USITATISSIMUM SEED OIL,Flax seed
"FISH OIL W/LINUM USITATISSIMUM SEED SOIL (FISH OIL, LINUM USITATISSIMU",Flax seed
LINOMED (SENNA ALEXANDRIA/LINUM USITATISSIMUM SEED/RHAMNUS FRANGULA BA,Flax seed
LINUM USITATISSIMUM,Flax seed
LINUM USITATISSIMUM (LINUM USITATISSIMUM),Flax seed
LINUM USITATISSIMUM OIL,Flax seed
LINUM USITATISSIMUM SEED,Flax seed
LINUM USITATISSIMUM SEED (LINUM USITATISSIMUM SEED),Flax seed
LINUM USITATISSIMUM SEED OIL,Flax seed
OMEGA 3 6 9 [BORAGO OFFICINALIS OIL;LINUM USITATISSIMUM SEED OIL;OENOT,Flax seed
OMEGA 3-6-9 COMPLEX (LINUM USITATISSIMUM OIL),Flax seed
OMEGA 3 6 9 [FISH OIL;LINUM USITATISSIMUM SEED OIL;OENOTHERA BIENNIS O,Flax seed
OMEGA 3 6 9 [LINUM USITATISSIMUM OIL;OENOTHERA BIENNIS OIL;SALMON OIL],Flax seed
OMEGA 3 DHA [ASCORBIC ACID;ERGOCALCIFEROL;FISH OIL;LINUM USITATISSIMUM,Flax seed
"OMEGA PLUS 3 6 9 (BORAGO OFFICINALIS SEED OIL, FISH OIL, LINUM USITATISSIMUM SEED OIL, TOCOPHEROL)",Flax seed
"PREVELIP (CUCURBITA PEPO OIL, LINUM USITATISSMUM OIL OIL, OENOTHERA BIENNISOIL, RIBES NIGRUM OIL, BRASSICA CAMPESTRIS OIL) (CUCURBITA PEPO OIL, LINUM USITATISSIMUM OIL, OENOTHERA BIENNIS OIL, RIBES NIGRUM OIL, BRASSICA CAMPESTRIS OIL)",Flax seed
APPLE AND GINGER TEA,Ginger
ASIAN GINSENG (+) GINGER (+) SICHUAN PEPPER,Ginger
"ASIAN GINSENG, ZANTHOXYLUM FRUIT, GINGER, MALT SUGAR",Ginger
CALCIUM W/MAG + ZINC/GARLIC + GINGER,Ginger
CHINESE LICORICE (+) CHINESE PEONY (+) CINNAMON (+) EPHEDRA (+) GINGER,Ginger
CURCUMIN/GINGER/OLIVE EXTRACT,Ginger
"DAI-KENCHU-TO (ASIAN GINSENG, SICHUAN PEPPER, GINGER)",Ginger
DAI-KENCHU-TO (GINGER + GINSENG + JAPANESE PEPPER (HERBAL PREPARATION),Ginger
DAI-KENCHU-TO (GINGER+ GINSENG + JAPANESE PEPPER) (HERBAL PREPARATION),Ginger
DRANJ GINGER TEA,Ginger
"FLEET PHOSPHO-SODA ORAL SALINE LAXATIVE, GINGER-LEMON FLAVOR",Ginger
"FLEET PHOSPHO-SODA ORAL SALINE LAXATIVE, GINGER-LEMON FLAVOR (45 MILLILITRE(S), ORAL SOLUTION)",Ginger
FLEETS PHOPHOSODA 1/2 OZ IN 8OZ GINGERALE DOSE X6,Ginger
GINGER                             /01646601/,Ginger
GINGER                             /01646602/,Ginger
GINGER /01646602/,Ginger
GINGER /01646602/ (ZINGIBER OFFICINALE RHIZOME),Ginger
GINGERAID,Ginger
GINGER AID TEA,Ginger
GINGER ALE (ZINGIBER OFFICINALE RHIZOME),Ginger
GINGER CITRONELLA,Ginger
GINGEREST,Ginger
GINGER  FORCE                          /01646602/,Ginger
GINGER GARLIC,Ginger
GINGER LEMON FLAVORED PHOSPHA-SODA(FLEET),Ginger
GINGER LOLLIPOPS/CANDY,Ginger
GINGER MAX,Ginger
GINGER/NATURAL REMEDIES,Ginger
GINGER ROOT AND MILK THISTLE,Ginger
GINGER ROOT EXTRACT,Ginger
GINGER ROOT/VITAMIN B6,Ginger
GINGER ROOT XT - FENNEL,Ginger
GINGER ROOT (ZINGIBER OFFICINALE RHIZOME),Ginger
GINGER ROOT [ZINGIBER OFFICINALE RHIZOME],Ginger
GINGER ROOT [ZINGIBER OFFICINALE ROOT],Ginger
GINGER TEA,Ginger
"GINGER, TUMERIC + BROMELAIN",Ginger
GINGER/TURMERIC,Ginger
GINGER (ZINGIBER OFFCINALE RHIZOME),Ginger
GINGER (ZINGIBER OFFICINALE RHIZOME,Ginger
GINGER (ZINGIBER OFFICINALE RHIZOME),Ginger
GINGER [ZINGIBER OFFICINALE RHIZOME],Ginger
GINGER//ZINGIBER OFFICINALE RHIZOME,Ginger
GRAVOL GINGER-GINGEMBRE,Ginger
HERBAL TEAS WITH GINGER,Ginger
LEMON GINGER TEA,Ginger
LYSINE SPIRULINA GINGER LIME,Ginger
NATURAL ANTIEMETIC GINGER TEA,Ginger
ORGANIC TURMERIC/GINGER,Ginger
PEPPER AND GINGER,Ginger
PEPPERMINT-FENNEL-GINGER GELS,Ginger
PHOPHOSODA GINGER LEMON,Ginger
PHOSOPHOSODA GINGER LEMON,Ginger
PHOSPHOSODA GINGER LEMON,Ginger
PHOSPHOSODA GINGER LEMON (45 ML),Ginger
PREPARATION CLEANSING KIT 1.5 PHOSPHATE GINGER LEMON WALGREEN,Ginger
RAW GINGER,Ginger
SAFFLOWER OIL GINGER,Ginger
SODIUM PHOSPHATE GINGER-LEMON SALINE LAXATIVE 660 MG/ML 556,Ginger
SODIUM PHOSPHATE GINGER-LEMON SALINE LAXITIVE 660 MG/ML 556,Ginger
SPRING VALLEY GINGER,Ginger
TEA USING LEMON ZEST AND FRESH GRATED GINGER,Ginger
THYME/GINGER TEA,Ginger
TUMERIC/GINGER/BLACK PEPPER,Ginger
TUMERIC/PEPERINE/GINGER TABLETS,Ginger
TUMERIC WITH GINGER POWDER,Ginger
TURMERIC AND/OR GINGER,Ginger
TURMERIC CURCUMIN 500MG W/50MG GINGER,Ginger
TURMERIC/GINGER,Ginger
TURMERIC + MEADOWSWEET + GINGER HERBAL TEA,Ginger
TURMERIC WITH GINGER,Ginger
ZINGIBER OFFICINALE RHIZOME (GINGER),Ginger
ALLIUM SATIVUM/VACCINIUM MYRTILLUS/ZINGIBER OFFICINALE/CAPSICUM ANNUUM/CRATAEGUS SPP.,Ginger
ASCORBIC ACID~~METHYLSULFONYLMETHANE~~MANGANESE SULFATE~~GLUCOSAMINE SULFATE~~ZINGIBER OFFICINALE OI,Ginger
"BIASAN (MENTHOL, GENTIAN, ZINGIBER OFFICINALE, ZANTHOXYIUM CLAVA-HERCU",Ginger
CURCUMA LONGA W/ZINGIBER OFFICINALE,Ginger
"DAIKENCHUTO (PANAX GINSENG ROOT, ZANTHOXYLUM PIPERITUM PERICARP, ZINGIBER OFFICINALE PROCESSED RHIZOME)",Ginger
GLUCOSAMINE;ZINGIBER OFFICINALE,Ginger
"GLUCOSAM/MSM/VIT C/MANG/HRB#21 (METHYLSULFONYLMETHANE, ASCORBYL PALMITATE, GLUCOSAMINE SULFATE, ZINGIBER OFFICINALE ROOT, CURCUMA LONGA ROOT)",Ginger
"HANGESHASHINTO (COPTIS SPP. RHIZOME, GLYCYRRHIZA SPP. ROOT, PANAX GINSENG ROOT, PINELLIA TERNATA TUBER, SCUTELLARIA BAICALENSIS ROOT, ZINGIBER OFFICINALE PROCESSED RHIZOME, ZIZIPHUS JUJUBA VAR.  INERMIS FRUIT)",Ginger
"KOSOSAN (CITRUS RETICULATA PEEL, CYPERUS ROTUNDUS RHIZOME, GLYCYRRHIZA SPP. ROOT, PERILLA FRUTESCENS VAR. CRISPA HERB, ZINGIBER OFFICINALE RHIZOME)",Ginger
"SAIREITO /08000901/ (ALISMA PLANTAGO-AQUATICA VAR. ORIENTALE TUBER, ATRACTYLODES LANCEA RHIZOME, BUPLEURUM FALCATUM ROOT, CINNAMOMUM CASSIA BARK, GLYCYRRHIZA SPP. ROOT, PANAX GINSENG ROOT, PINELLIA TERNATA TUBER, POLYPORUS UMBELLATUS SCLEROTIUM, PORIA COCOS SCLEROTIUM, SCUTELLARIA BAICALENSIS ROOT, ZINGIBER OFFICINALE RHIZOME, ZIZIPHUS JUJUBA VAR. INERMIS FRUIT)",Ginger
"XENADRINE RFA-1 /01521201/ (ACETYLCARNITINE, CITRUS AURANTIUM, EPHEDRA SPP., LEVOTHYROXINE, PANTOTHENIC ACID, PAULLINIA CUPANA, SALIX ALBA BARK, ZINGIBER OFFICINALE RHIZOME)",Ginger
ZINGIBER OFFICINALE,Ginger
ZINGIBER OFFICINALE PROCESSED RHIZOME/PANAX GINSENG ROOT/ZANTHOXYLUM PIPERITUM PERICARP,Ginger
ZINGIBER OFFICINALE RHIZOME,Ginger
ZINGIBER OFFICINALE RHIZOME AND SIMALDRATE AND COPTIS TRIFOLIA AND CAL,Ginger
ZINGIBER OFFICINALE RHIZOME/PANAX GINSENG ROOT/ANGELICA ACUTILOBA ROOT/CITRUS RETICULATA PEEL/BUPLEU,Ginger
ZINGIBER OFFICINALE RHIZOME/SIMALDRATE/COPTIS TRIFOLIA/CALCIUM CARBONATE/SODIUM BICARBONATE/MENTHOL/,Ginger
ZINGIBER OFFICINALE/ZINGIBER OFFICINALE RHIZOME,Ginger
BLACK TEA,Green tea
ARCTIUM LAPPA ROOT W/CAMELLIA SINENSIS LEAF/C,Green tea
CAMELLIA SINENSIS,Green tea
CAMELLIA SINENSIS (CAMELLIA SINENSIS),Green tea
"CAMELLIA SINENSIS (CAMELLIA SINENSIS, TEA, GREEN)",Green tea
CAMELLIA SINENSIS / D-ALPHA TOCOPHEROL / FISH OIL / VITAMIN D3,Green tea
CAMELLIA SINENSIS; D-ALPHA TOCOPHEROL; FISH OIL; VITAMIN D3,Green tea
CAMELLIA SINENSIS; DALPHATOCOPHEROL; FISH OIL; VITAMIN D3,Green tea
CAMELLIA SINENSIS/D-ALPHA TOCOPHEROL/FISH OIL/VITAMIN D3,Green tea
CAMELLIA SINENSIS/PANAX GINSENG EXTRACT,Green tea
CAMELLIA SINENSIS W/COLECALCIFEROL/FISH OIL/TOCOPHEROL,Green tea
"EXOLISE (CAMELLIA SINENSIS, TEA, GREEN)",Green tea
GREEM TEA EXTRACT (CAMELLIA SINENSIS),Green tea
GREEN TEA (CAMELLIA SINENSIS),Green tea
GREEN TEA [CAMELLIA SINENSIS],Green tea
GREEN TEA [CAMELLIA SINENSIS EXTRACT],Green tea
GREEN TEA [CAMELLIA SINENSIS LEAF],Green tea
GREEN TEA EXTRACT (CAMELLIA SINENSIS),Green tea
GREEN TEA EXTRACT (CAMELLIA SINENSIS EXTRACT),Green tea
GREEN TEA EXTRACT (CAMELLIA SINENSIS EXTRACT) (CAMELLIA SINENSIS EXTRACT),Green tea
GREEN TEA EXTRACT [CAMELLIA SINENSIS LEAF],Green tea
GREEN TEA POWDER (CAMELLIA SINENSIS),Green tea
"TEA, GREEN (CAMELLIA SINENSIS)",Green tea
"TEA, GREEN (CAMELLIA SINENSIS) POWDER",Green tea
"TEA, GREEN (CAMELLIA SINENSIS, TEA, GREEN)",Green tea
VEREGEN GREEN TEA EXTRACT (CAMELLIA SINENSIS),Green tea
ACAISURGE WITH GREEN TEA,Green tea
ACAI W/GREEN TEA,Green tea
ACAI WITH GREEN TEA,Green tea
ACV PLUS WITH GREEN TEA,Green tea
AL0082706 ALBA BOTANICA HW SUNSCREEN GREEN TEA SPF45,Green tea
ALBA BOTANICA HW SUNSCREEN GREEN TEA SPF45,Green tea
APPLE CIDER VINEGAR + GREEN TEA SUPPLEMENT,Green tea
AUSTRALIAN GREEN TEA,Green tea
BIOTIN BLACK KOHOSH GREEN TEA GINSENG,Green tea
CAFFEINE\GREEN TEA LEAF,Green tea
CAFFEIN/HERBS/GREEN TEA,Green tea
CARDIO TEA (BLACK AND GREEN TEA),Green tea
CHAMOMILE AND GREEN TEAS,Green tea
CHINA GREEN TEA,Green tea
CHINESE GREEN TEA,Green tea
CHROMIUM PICOLINATE WITH GREEN TEA,Green tea
CINNAMON AND GREEN TEA,Green tea
DECAFFEINATED GREEN TEA,Green tea
DIETERS GREEN TEA,Green tea
DRINK GREEN TEA,Green tea
EGCE GREEN TEA,Green tea
GREEN TEA,Green tea
GREEN TEA                          /01578101/,Green tea
GREEN TEA /01578101/,Green tea
GREEN TEA 150MG,Green tea
GREEN TEA 5000,Green tea
GREEN TEA (ALL OTHER NON-THERAPEUTIC PRODUCTS(,Green tea
"GREEN TEA, CAMILLIA SINENSIS",Green tea
GREEN TEA CAP,Green tea
GREEN TEA CAPS,Green tea
GREEN TEA CAPSULE,Green tea
GREEN TEA CAPSULES,Green tea
GREEN TEA COMPLEX,Green tea
GREEN TEA CONCENTRATE,Green tea
GREEN TEA CR PHYTOSOME,Green tea
GREEN TEA (DECALF),Green tea
GREEN TEA DIETARY SUPPLEMENT,Green tea
GREEN TEA  DIET PATCH,Green tea
GREEN TEA DIET PILL,Green tea
GREEN TEA- E-TEA,Green tea
GREEN TEA EX LIQ,Green tea
GREEN TEA EXT,Green tea
GREEN TEA FAT BURNER,Green tea
GREEN TEA(HERBAL),Green tea
GREEN TEA LEAF,Green tea
GREEN TEA MOISTURIZER,Green tea
GREEN TEA OIL EXTRAXT,Green tea
GREEN TEA OTC,Green tea
GREEN TEA PHYTOSOME,Green tea
GREEN TEA PILL,Green tea
GREEN TEA PILLS,Green tea
GREEN TEA (PLANT ALKALOIDS AND OTHER NATURAL RODUCTS) CAPSULE,Green tea
GREEN TEA POWDER,Green tea
GREEN TEA () POWDER (EXCEPT [DPO]),Green tea
GREEN TEAS,Green tea
GREEN TEA SLIM,Green tea
GREEN TEA SUPPLEMENT,Green tea
GREEN TEA SUPPLEMENTS,Green tea
GREEN TEA TABLETS,Green tea
"GREEN TEA (TEA, GREEN)",Green tea
GREEN TEA TINCTURE,Green tea
GREEN TEA W HOODIA,Green tea
GREEN TEA WITH ECHINACHEA,Green tea
GUARANA GREEN TEA,Green tea
HERBAL GREEN TEA,Green tea
JACKIE CHAN'S GREEN TEA,Green tea
JASMINE GREEN TEA,Green tea
LIPTON GREEN TEA,Green tea
LISTERINE NATURAL GREEN TEA,Green tea
MATCHA GREEN TEA,Green tea
MEGA GREEN TEA,Green tea
MOISTURIZER (GREEN TEA),Green tea
MRGA-T GREEN TEA,Green tea
MVI WITH GREEN TEA,Green tea
ORGANO GREEN TEA,Green tea
"POLYPHENON E -GREEN TEA- 200 MG EGCG POLYPHENON E, INTERNATIONAL, INC.",Green tea
PRAEVENT LOGES - GREEN TEA,Green tea
PRIMOSE AND GREEN TEA EXTRACT,Green tea
SELENIUM/GREEN TEA EXTRACT,Green tea
"SLIM FAST,GREEN TEA, DIET PILLS",Green tea
SM GREEN TEA COMPLEX,Green tea
SOBE GREEN TEA DRINK,Green tea
SUPPLEMENT WITH GREEN TEA,Green tea
TEA (GREEN TEA AND ICED TEA),Green tea
UNSPECIFIED GREEN TEA EXTRACT SUPPLEMENT,Green tea
VEREGEN GREEN TEA EXTRACT (CAMELLA SINENSIS),Green tea
OOLONG TEA,Green tea
CHINESE HERBAL TEA,Green tea
CHINESE TEA,Green tea
GREEB TEA WITH HOODIA,Green tea
GREEN COFFEE TEA,Green tea
GREEN COFFEE TEA EXTRACT KIKAGLOBA,Green tea
GREEN LEAF TEA,Green tea
GREENTEA,Green tea
GREEN/WHITE TEA EXTRACT,Green tea
GREET TEA WITH HOODIA           (ALL OTHER NON-THERAPEUTIC PRODUCTS),Green tea
OOLONG-TEA,Green tea
TEA (AS DRUG),Green tea
TEA (BLACK),Green tea
"TEA,GREEN",Green tea
"TEA, GREEN",Green tea
"TEA, GREEN (TEA, GREEN)",Green tea
"ALPIVIGOR (FOOD SUPPLEMENT)/MG, GUARANA, CAFFEINE, ROYAL JELLY, FE, AR",Guarana
CAFFEINE-RICH SOFT DRINK GUARANA,Guarana
CHROMIUM PICOLINATE (+) EPHEDRA (+) GARCINIA (+) GUARANA (+) LEVOCARNI,Guarana
EUPHYTOSE (BLACK HOREHOUND (+) GUARANA (+) HAWTHORN (+) KOLA (+) PASSI,Guarana
GUARANA,Guarana
GUARANA                            /01333101/,Guarana
GUARANA /01333101/,Guarana
GUARANA GREEN TEA,Guarana
GUARANA (GUARANA),Guarana
GUARANA (PAULLINIA CUPANA),Guarana
MA HUANG/GUARANA/OTHER BOTANICALS,Guarana
"PALGIN (AMINOPHENAZONE, CAFFEINE, GUARANA, PHENACETIN, PHENAZONE)",Guarana
RIPPED FUEL (BITTER ORANGE/L-PHENYLALANINE/GUARANA/METABOLIC FAT LOSS,Guarana
CHROMIUM PICOLINATE/CITRUS AURANTIUM/GARCINIA QUAESITA/GYMNEMA SYLVESTRE/PAULLINIA CUPANA/PLANTAGO O,Guarana
"HYDROXYCUT (CHROMIUM PICOLINATE, EPHEDRA NOS, GARCINIA GUMMI-GUTTA, LEVOCARNITINE, PAULLINIA CUPANA, SALIX ALBA, SALIX PURPUREA)",Guarana
"METABOLIFE (GINSENG NOS, HERBAL EXTERACT NOS, PAULLINIA CUPANA, SMILAX",Guarana
PAULLINIA CUPANA,Guarana
PAULLINIA CUPANA EXTRACT,Guarana
"XENADRINE RFA-1 /01521201/ (ACETYLCARNITINE, CITRUS AURANTIUM, EPHEDRA SPP., LEVOTHYROXINE, PANTOTHENIC ACID, PAULLINIA CUPANA, SALIX ALBA BARK, ZINGIBER OFFICINALE RHIZOME)",Guarana
ADVANCED CBD OIL WITH TERPENES (FROM HEMP),Hemp extract
AMOS HEMPS [CBD OIL IN MCT OIL],Hemp extract
CALM REST AND RELAX HEMP EXTRACT FORMULA (CBD),Hemp extract
CBD HEMP EXTRACT,Hemp extract
CBD HEMP FLOWER (CBD\THC),Hemp extract
CBD OIL HEMP-DERIVED CANNABIDIOL FULL SPECTRUM HEMP SUPPL,Hemp extract
CBD OIL / HEMP OIL,Hemp extract
CBD OIL (MEDICAL MARIJUANA),Hemp extract
COLESVAM MEDICAL MARIJUANA (CBD),Hemp extract
MARIJUANA SUPPLEMENTS (THC AND CBD),Hemp extract
MEDICAL CANNABIS CBD,Hemp extract
MEDICAL CANNABIS OIL VIOLET CBD,Hemp extract
MEDICAL MARIJUANA/CBD,Hemp extract
ORIGINAL FORMULA HEMP EXTRACT OIL MINT CHOCOLATE FLAVOR CHARLOTTES WEB [CBD],Hemp extract
ORIGINAL FORMULA HEMP EXTRACT OLIVE OIL FLAVOR CHARLOTTES WEB [CBD],Hemp extract
PEACE + WELLNESS ELEVATE (CBD/HEMP OIL INFUSED),Hemp extract
PLUS CBD OIL HEMP DROPS PEPPERMINT EXTRA STRENGTH,Hemp extract
QUEEN CITY HEMP 500MG (CBD),Hemp extract
QUEEN CITY HEMP CBD,Hemp extract
VAPORIZER CBD/MARIJUANA,Hemp extract
"60MG, PLANT?BASED CANNABINOIDS PER 1ML HEMP EXTRACT MINT CHOCOLATE FLA",Hemp extract
"ALLERGY INJECTIONS - CAT DANDER,DOG DANDER,MOLD MIX,HEMP",Hemp extract
CALM REST AND RELAX HEMP EXTRACT FORMULA (CBG),Hemp extract
CANNABIS SATIVA (HEMP HEARTS),Hemp extract
CBDISTILLERY 33MG CBD PER SERVING FULL SPECTRUM HEMP SUPPLEMENT,Hemp extract
CTFO (CHANGING THE FUTURE OUTCOME) 10XPURE CBD HEMP OIL,Hemp extract
CYPRESS HEMP CBD OMEGAS,Hemp extract
HEMPANOL,Hemp extract
HEMPLUCID CBD OIL 1000 MG VAPING,Hemp extract
"HEMP MED EX: RSHO BLUE, GOLD",Hemp extract
HEMP PROTEIN POWDER,Hemp extract
HEMPSEED,Hemp extract
HEMP SEED,Hemp extract
HEMPTRANCE NATURAL CBD GUMMIES,Hemp extract
HEMPVANA,Hemp extract
HEMPVANA HEEL TASTIC,Hemp extract
HEMPWORX CBD OIL,Hemp extract
HEMPZ,Hemp extract
MARIJUANA/ THC/ HEMP/HASH,Hemp extract
"MAXIMUM STRENGTH HEMP EXTRACT OIL, 60MG/SERVING",Hemp extract
MEDICINAL RECREAT CANABIS HEMP F,Hemp extract
"METAGENICS, HEMP OIL BROAD SPECTRUM HEMP EXTRACT, 30ML BOTTLE WITH A 1",Hemp extract
NUTRITIONAL FRONTIERS FULL SPECTRUM HEMP EXTREME OIL (HEMP EXTRACT),Hemp extract
PROCANNA--HEMP OIL,Hemp extract
RESET BIOSCIENCE BALANCE 300MG 99%+ NANO LIPOSOMAL ORGANIC HEMP CBD,Hemp extract
R.L.V. 500MG HEMP EXTRACT ISOLATE,Hemp extract
TASTY GUMMIES FULL SPECTRUM HEMP OIL ASSORTED FRUIT FLAVORS 40 GUMMIES,Hemp extract
2 HITS OF MARIJUANA,Hemp extract
ACETAMINOPHEN/CODINE MEDICAL MARIJUANA,Hemp extract
DISPENSARY MARIJUANA PLANT AND WAX CARTRIDGES.,Hemp extract
DRUG - MARIJUANA,Hemp extract
EDIBLE MARIJUANA,Hemp extract
ILLEGAL MARIJUANA,Hemp extract
K2/MARIJUANA,Hemp extract
LEGALIZED MARIJUANA,Hemp extract
LEGAL MARIJUANA,Hemp extract
MARIJUANA,Hemp extract
MARIJUANA                                        (CANNABIS),Hemp extract
MARIJUANA  (CANNABIS,Hemp extract
MARIJUANA  (CANNABIS),Hemp extract
"MARIJUANA (CANNABIS, )",Hemp extract
"MARIJUANA (CANNABIS,)",Hemp extract
MARIJUANA (CANNABIS),Hemp extract
MARIJUANA(CANNABIS),Hemp extract
MARIJUANA (CANNABIS0,Hemp extract
"MARIJUANA                   (CANNABIS, CANNABIS SATIVA)",Hemp extract
"MARIJUANA (CANNABIS, CANNABIS SATIVA)",Hemp extract
MARIJUANA    (CANNABIS SATIVA),Hemp extract
MARIJUANA (CANNABIS SATIVA ),Hemp extract
MARIJUANA (CANNABIS SATIVA),Hemp extract
MARIJUANA (CANNABIS SATIVA) (CANNABIS SATIVA),Hemp extract
MARIJUANA (CANNABIS SATIVA)(CANNABIS SATIVA),Hemp extract
MARIJUANA (CANNABIS SATIVA) UNKNOWN,Hemp extract
MARIJUANA (CANNIBAS),Hemp extract
MARIJUANA (CANNIBIS SATIVA),Hemp extract
^MARIJUANA CREAM^,Hemp extract
MARIJUANA DROPS,Hemp extract
MARIJUANA EDIBLES,Hemp extract
MARIJUANA EXTRACT,Hemp extract
MARIJUANA FLOWER,Hemp extract
MARIJUANA FOR MEDICAL USE,Hemp extract
MARIJUANA GUMMIES,Hemp extract
MARIJUANA HERB DEVICE USED: LOKEE BRAND VAPE^,Hemp extract
"MARIJUANA HERB, THC OILS",Hemp extract
MARIJUANA KUSH,Hemp extract
MARIJUANA LIQUID,Hemp extract
MARIJUANA             (MARIJUANA),Hemp extract
MARIJUANA (MARIJUANA),Hemp extract
MARIJUANA(MARIJUANA),Hemp extract
MARIJUANA (MARIJUANA) UNKNOWN,Hemp extract
MARIJUANA (MEDICAL),Hemp extract
MARIJUANA (NO PREF. NAME),Hemp extract
MARIJUANA OIL,Hemp extract
MARIJUANA OIL VAPING,Hemp extract
MARIJUANA/SYNTHETIC PILL FORM OF MARIJUANA (CANNABIS SATIVA),Hemp extract
"MARIJUANA TBD HERB MEDICAL CENTER, 12509 OXNARD ST. N.HOLLYW",Hemp extract
MARIJUANA TINCTURE,Hemp extract
MARIJUANA VAPE,Hemp extract
MARIJUANA VAPING LIQUID,Hemp extract
MARIJUANA VAPING PRODUCT,Hemp extract
MARIJUANA WAX,Hemp extract
MEDICAL MARIJUANA,Hemp extract
MEDICAL MARIJUANA (CANNABIS SATIVA),Hemp extract
MEDICAL MARIJUANA CARD HOLDER,Hemp extract
MEDICAL MARIJUANA (MARIJUANA),Hemp extract
MEDICAL MARIJUANA OIL,Hemp extract
MEDICAL MARIJUANA (PRESCRIPTION),Hemp extract
MEDICAL MARIJUANA (RSO),Hemp extract
MEDICAL MARIJUANA TINCTURE OILS,Hemp extract
MEDICINAL MARIJUANA,Hemp extract
MEDICINAL MARIJUANA (CANNABIS SATIVA),Hemp extract
MED MARIJUANA,Hemp extract
OIL MARIJUANA,Hemp extract
"PAX 3 VAPORIZER ^NOTHING WAS OBTAINED, BUT DRIED MARIJUANA WAS USED IN THE PAX 3 DEVICE",Hemp extract
PLATINUM AND DANK BRAND MARIJUANA CARTRIDGES (VAPE THC\NICOTINE),Hemp extract
RECREATIONAL MARIJUANA,Hemp extract
"TETRAHYDROCANNABINOL (MARIJUANA,HASH)",Hemp extract
THC MARIJUANA,Hemp extract
THC (PURE MARIJUANA IN PILL FORM) PRN,Hemp extract
UNSPECIFIED MEDICAL MARIJUANA,Hemp extract
VAPE PEN (MARIJUANA),Hemp extract
VAPING MARIJUANA,Hemp extract
VAPORIZED MARIJUANA,Hemp extract
VAPORIZED MEDICINAL MARIJUANA,Hemp extract
"WAX, MARIJUANA",Hemp extract
WHITE RECLUSE MARIJUANA FLOWERS,Hemp extract
"ACIPHEX (AMINOPHENAZONE, BENZOCAINE, EPINEPHRINE HCL, HORSE CHESTNUT E",Horse-chestnut
BLOOMS HORSE CHESTNUT,Horse-chestnut
DIOSMIN/HESPERIDIN/HORSE CHESTNUT EXTRACT,Horse-chestnut
HORSE CHESTNUT,Horse-chestnut
HORSE CHESTNUT                     /01329701/,Horse-chestnut
HORSE CHESTNUT 18% TRITERPENE GLYCOSIDES,Horse-chestnut
HORSE CHESTNUT [AESCULUS HIPPOCASTANUM],Horse-chestnut
